symbol,timeframe,strategy,family,signal_time,direction,trigger_type,v_start_i,v_extreme_i,candidate_i,v_start,v_extreme,v_move_atr,v_move_bars,v_drop_speed_atr_per_bar,candidate_recovery_bars,candidate_recovery_to_drop_bars,signal_recovery_bars,signal_fib_ratio,candidate_fib_min,candidate_fib_max,trigger_level,entry_time,entry,stop,target,exit_time,exit,exit_reason,bars_held,risk,r_clean,r_after_cost,period,open,high,low,close,atr,body_ratio,ema20,ema50,ema200,ema20_slope_10_atr,rsi14,adx14,bb_width_atr,bb_pos,donchian20_high_prev,donchian55_high_prev,donchian20_break,donchian55_break,atr50,atr_ratio_50,atr_pctile_252,close_location,range5_atr,macd,macd_signal,macd_hist,macd_hist_slope3,stoch_k14,stoch_d3,cci20,roc10,williams_r14,chop14,aroon_up25,aroon_down25,ichi_tenkan,ichi_kijun,ichi_cloud_top,ichi_cloud_bottom,kc_mid,kc_pos,bb_kc_width_ratio,month,year
SILVER,H4,REC1.20_T5_STAG_OR_REBREAK_BROAD,V候補後トリガー,2025-03-27 08:00:00,long,stagnation+rebreak,17892,17910,17923,34.226,32.644,6.409428189635403,18,0.3560793438686335,13,0.7222222222222222,24,0.905815423514538,0.618,0.8,34.077,2025-03-27 12:00:00,34.078,32.58229402743921,37.06641194512157,2025-04-03 08:00:00,32.58229402743921,SL,30,1.495705972560792,-1.0,-1.0234003210805398,OOS_2025_2026,33.734,34.086,33.632,34.077,0.24682389024316256,0.7555066079295065,33.56459260754091,33.43031208928919,32.694130371792575,1.1676689886118925,69.22766703599308,30.720871890030438,5.520016632624886,0.960743420384712,33.917,34.226,True,False,0.2699558246811121,0.9143121491626477,3.1746031746031744,0.9801762114537438,2.4146771182191378,0.1325940749807515,0.0725023026471017,0.06009177233364979,0.00915188785495881,99.10979228486643,86.79414428273287,97.65515814311675,1.3653399964304702,-0.8902077151335687,46.1350468678713,100.0,4.0,33.788,33.364999999999995,33.576499999999996,33.435,33.56459260754091,1.0190010091347723,1.3800041581562215,2025-03,2025
AUDJPY,H4,REC1.20_T5_STAG_OR_REBREAK_BROAD,V候補後トリガー,2025-04-15 00:00:00,long,stagnation+rebreak,18114,18124,18126,91.319,88.284,3.527506630764055,10,0.35275066307640546,2,0.2,11,0.8731466227347593,0.618,0.8,90.934,2025-04-15 04:00:00,90.934,88.0689047274971,96.6641905450058,2025-05-26 04:00:00,93.036,max_hold,180,2.8650952725028986,0.7336579764636352,0.7292951198005585,OOS_2025_2026,90.491,91.005,90.491,90.934,0.8603810900116206,0.8618677042801585,90.02510857411396,90.23763974421671,92.53965204132052,0.874497525346563,58.61864979589392,11.8427458773457,2.6737977147774465,0.8909393032364953,91.104,95.306,False,False,1.060108535426134,0.8115971726100398,83.33333333333334,0.8618677042801585,1.0286139598768238,0.3205207359763591,0.19774895354207994,0.12277178243427916,-0.006529667543205775,97.39066519661895,91.81635695977809,58.13909882750347,1.4446836756322634,-2.609334803381045,49.21004956852819,16.0,4.0,90.2825,88.68100000000001,90.6745,89.48175,90.02510857411396,0.7640955956719606,0.6684494286943616,2025-04,2025
SILVER,H4,REC1.20_T5_STAG_OR_REBREAK_BROAD,V候補後トリガー,2025-04-16 04:00:00,long,stagnation,17941,17975,18003,34.579,28.108,18.121052553625827,34,0.5329721339301713,28,0.8235294117647058,45,0.728944521712255,0.618,0.8,32.825,2025-04-16 08:00:00,32.833,28.01872538445476,42.437549231090486,2025-05-28 08:00:00,33.246,max_hold,180,4.814274615545237,0.08578654791864834,0.07851650148486389,OOS_2025_2026,32.391,32.861,32.355,32.825,0.35709846218095226,0.8577075098814316,32.07932564180857,31.807240785448137,32.252323453136675,1.4805923618252115,70.25724475311563,14.103260166762535,3.6397377019543034,1.017447758252068,32.485,33.21,True,False,0.5389318754277782,0.6626040849736429,77.77777777777779,0.9288537549407229,2.1926725621216065,0.34742925533207014,0.3325047598313445,0.014924495500725665,0.013772982548579948,96.85589519650703,94.24496140819507,50.95947564758314,2.757951414976212,-3.1441048034929593,49.74977619090038,100.0,8.0,32.4695,31.708999999999996,32.08924999999999,30.484499999999997,32.07932564180857,1.0220369430025518,0.9099344254885758,2025-04,2025
USDJPY,H4,REC1.20_T5_STAG_OR_REBREAK_BROAD,V候補後トリガー,2025-05-11 20:00:00,long,stagnation,17946,17962,17973,145.924,142.353,6.102859219822241,16,0.38142870123889006,11,0.6875,21,0.9759171100532028,0.618,0.8,145.838,2025-05-12 00:00:00,145.836,142.20671610783674,153.1005677843265,2025-05-27 00:00:00,142.20671610783674,SL,68,3.629283892163272,-1.0,-1.002755364500855,OOS_2025_2026,146.213,146.233,145.698,145.838,0.5851355686530175,0.7009345794392569,144.82945275889665,144.22236427432466,144.90245751453577,1.8651009885258532,67.0423759124016,21.281432169010262,7.072522283025489,0.8072938357329231,146.185,146.185,False,False,0.5871001589227085,0.9966537391621629,51.19047619047619,0.26168224299063036,2.4096979837438655,0.4842719307937102,0.39932832262246154,0.08494360817124869,-0.043370270961055446,85.84229390680963,77.26878372383572,91.50791706579541,0.8261720235337888,-14.157706093190372,41.63801962235794,100.0,16.0,145.52800000000002,144.293,144.9105,144.1005,144.82945275889665,0.9309032364179396,1.7681305707563721,2025-05,2025
CHFJPY,H4,REC1.20_T5_STAG_OR_REBREAK_BROAD,V候補後トリガー,2025-05-12 08:00:00,long,stagnation,18222,18238,18247,176.17,172.498,6.969732097984402,16,0.43560825612402515,9,0.5625,22,0.8385076252723339,0.618,0.8,175.577,2025-05-12 12:00:00,175.579,172.3662876203713,181.99842475925738,2025-06-23 12:00:00,180.069,max_hold,180,3.212712379628698,1.397572975554974,1.3913477061761155,OOS_2025_2026,174.955,175.615,174.841,175.577,0.5268495185147667,0.8036175710594121,174.83980402832083,174.48651809215224,173.0417611837532,0.4298205458851284,65.19956701997504,14.09405052202545,3.316550994819647,0.8998687604630194,175.619,176.17,False,False,0.6061450636195298,0.869180580913654,15.476190476190476,0.9509043927648438,1.6930830695539387,0.2050274816798776,0.1836436791266335,0.021383802553244097,0.03631020550241229,96.48241206030134,63.96908288720304,62.70463984960239,0.0644006747822834,-3.51758793969866,66.77201706193716,52.0,12.0,175.0645,174.05849999999998,174.5615,174.334,174.83980402832083,0.8498133460183231,0.8291377487049117,2025-05,2025
EURJPY,H4,REC1.20_T5_STAG_OR_REBREAK_BROAD,V候補後トリガー,2025-05-13 12:00:00,long,stagnation+rebreak,17715,17731,17743,164.634,161.594,7.095490538205662,16,0.4434681586378539,12,0.75,31,1.157565789473689,0.618,0.8,165.113,2025-05-13 16:00:00,165.115,161.48688971693954,172.3652205661209,2025-05-23 08:00:00,161.48688971693954,SL,47,3.6281102830604652,-1.0,-1.0034453197463018,OOS_2025_2026,164.516,165.209,164.457,165.113,0.4284411322418253,0.7938829787234054,164.03662496603997,163.49766978900647,162.43916356149185,1.7489548996268085,73.31283614368334,32.389614492006515,4.697230482725326,1.0571216814196047,164.92,164.92,True,True,0.4491088847006732,0.9539805308625261,5.952380952380952,0.8723404255319117,2.5114302036543634,0.42683525419124635,0.35005843329224484,0.07677682089900151,0.0023330687824566487,94.94204425711254,79.8706983395118,82.90745141581358,0.833597967608779,-5.057955742887452,41.96684924894904,100.0,4.0,164.4475,163.79399999999998,164.12075,163.4015,164.03662496603997,1.1280763872552766,1.1743076206813314,2025-05,2025
XAUUSD,H4,REC1.20_T5_STAG_OR_REBREAK_BROAD,V候補後トリガー,2025-05-23 04:00:00,long,stagnation,18120,18142,18163,3347.365,3120.205,9.070452085080445,22,0.4122932765945657,21,0.9545454545454546,37,0.9189249867934499,0.618,0.8,3328.948,2025-05-23 08:00:00,3328.948,3113.94401108045,3758.9559778391,2025-07-03 08:00:00,3345.875,max_hold,180,215.00398891955,0.07872877189424547,0.07710089511968539,OOS_2025_2026,3301.848,3334.135,3301.748,3328.948,25.043955678200927,0.8367554883132049,3293.344443125186,3273.335508082496,3237.338049712785,1.2507242719592864,63.82649845929817,18.466758217214906,5.415886710422553,0.7481121668045911,3345.198,3345.198,False,False,27.51390075517104,0.9102291929105725,19.444444444444446,0.8398431469416641,2.2099543982253156,18.904737738653694,20.286342143283246,-1.3816044046295524,-0.42766217374147786,75.53042509298426,48.504101766429045,44.48887806447653,0.5200612973601304,-24.469574907015744,61.05795699157398,72.0,24.0,3311.9935,3274.7015,3293.3475,3232.7015,3293.344443125186,0.8554106760559026,1.3539716776056383,2025-05,2025
EURJPY,H4,REC1.20_T5_STAG_OR_REBREAK_BROAD,V候補後トリガー,2025-05-27 04:00:00,long,rebreak,17801,17811,17815,163.404,161.078,5.190143935139197,10,0.5190143935139196,4,0.4,11,0.8314703353396401,0.618,0.8,163.012,2025-05-27 08:00:00,163.011,160.96596071799416,167.10407856401167,2025-06-16 04:00:00,167.10407856401167,TP,86,2.045039282005831,2.001466964486409,1.995354612459739,OOS_2025_2026,162.294,163.161,162.279,163.012,0.4481571280233891,0.814058956916083,162.4829881638459,162.68388968882846,162.60163074091312,0.2736572465751739,58.218015664192365,12.413040888881147,3.15640703636806,0.9919882468235839,162.976,164.834,True,False,0.4429340930507755,1.01179190099511,28.968253968253972,0.8310657596371881,2.400943626057505,-0.010597660273049314,-0.09495311016760676,0.08435544989455744,-0.0011020916341374781,92.84685549687946,76.04905720637085,87.68831470123231,0.6712984406360922,-7.153144503120548,44.326046864441764,16.0,56.0,162.488,162.24099999999999,162.56900000000002,162.3645,162.4829881638459,0.7951039953817809,0.789101759092015,2025-05,2025
AUDJPY,H4,REC1.20_T5_STAG_OR_REBREAK_BROAD,V候補後トリガー,2025-06-10 00:00:00,long,rebreak,18360,18363,18366,93.594,92.527,3.6260540923463047,3,1.2086846974487682,3,1.0,20,1.8894095595126696,0.618,0.8,94.543,2025-06-10 04:00:00,94.544,92.45343518458176,98.72212963083649,2025-06-13 00:00:00,92.45343518458176,SL,17,2.090564815418233,-1.0,-1.0059792453732117,OOS_2025_2026,94.21,94.565,94.157,94.543,0.2942592616729474,0.8161764705882637,93.8518028383931,93.41479546068172,92.9408361434648,1.9835341450272197,71.60175781400491,28.377501767749422,6.126990681020043,0.9125521106032772,94.338,94.338,True,True,0.34672962608262,0.8486706630682613,1.1904761904761905,0.9460784313725704,2.117180599373739,0.34810990195258285,0.3094317792744418,0.038678122678141025,-0.006498644332435022,98.17123857024178,92.45091107738803,78.17937941340678,0.4771823920760143,-1.8287614297582133,39.590731976795965,100.0,20.0,94.2385,93.54599999999999,93.89224999999999,93.2875,93.8518028383931,1.0872348398460372,1.5317476702550108,2025-06,2025
USDJPY,H4,REC1.20_T5_STAG_OR_REBREAK_BROAD,V候補後トリガー,2025-06-16 16:00:00,long,rebreak,18123,18132,18138,145.463,142.79,4.902426871210098,9,0.544714096801122,6,0.6666666666666666,11,0.7740366629255576,0.618,0.8,144.859,2025-06-16 20:00:00,144.86,142.65368996059394,149.26962007881215,2025-07-27 20:00:00,147.782,max_hold,180,2.206310039406077,1.3243832225803491,1.3198507680198455,OOS_2025_2026,144.132,144.875,144.087,144.859,0.54524015762426,0.9225888324873017,144.200611902415,144.1561571045406,144.37799772140923,0.2852605978488496,60.39099652493931,17.254141305096628,3.102204292073849,0.9993655260824942,145.463,145.463,False,False,0.5113473192889889,1.0662814432710783,38.88888888888889,0.9796954314720927,2.244882338331876,0.042694180697907314,-0.03705940946565316,0.07975359016356048,0.021567244336513677,99.23261390887333,78.4748495231388,85.30061834351524,0.7392417035244403,-0.7673860911266701,49.75951089054727,20.0,56.0,144.263,144.1265,144.19475,143.9965,144.200611902415,0.8018798635695469,0.7755510730184623,2025-06,2025
SILVER,H4,REC1.20_T5_STAG_OR_REBREAK_BROAD,V候補後トリガー,2025-06-25 16:00:00,long,rebreak,18315,18320,18324,36.354,35.266,3.674076409418562,5,0.7348152818837124,4,0.8,7,0.9531249999999982,0.618,0.8,36.303,2025-06-25 20:00:00,36.307,35.19196778899243,38.525064422015134,2025-12-31 20:00:00,38.525064422015134,TP,43,1.1150322110075734,1.9892379790632495,1.9578487513310958,OOS_2025_2026,36.002,36.313,35.999,36.303,0.29612884403026923,0.958598726114633,36.06078606289154,36.130378126476366,34.96894037743999,-0.4610940745894338,55.14904065566389,49.531987541445474,2.2063486523785754,0.9137819298885136,36.354,37.303,False,False,0.31141415525347005,0.9509164533296195,30.158730158730158,0.9681528662420219,2.205121227344063,-0.07769289826072878,-0.10776634201629091,0.030073443755562132,0.030168438753252716,95.31249999999983,69.0870098039216,66.35661680729909,0.5149929396129238,-4.687500000000173,53.92319531924165,4.0,72.0,35.789500000000004,35.841499999999996,36.284499999999994,35.8155,36.06078606289154,0.7044835736127245,0.5515871630946438,2025-06,2025
EURJPY,H4,REC1.20_T5_STAG_OR_REBREAK_BROAD,V候補後トリガー,2025-07-07 12:00:00,long,rebreak,17974,17978,17980,169.859,168.457,3.5098778771242567,4,0.8774694692810642,2,0.5,26,1.9172610556347984,0.618,0.8,171.145,2025-07-07 16:00:00,171.145,168.3571389756936,176.72072204861283,2025-08-15 20:00:00,172.255,max_hold,180,2.787861024306409,0.39815471084185117,0.3936709866206632,OOS_2025_2026,170.655,171.217,170.618,171.145,0.39944409722560315,0.8180300500834631,170.1561902341479,169.5465788816172,167.00181613477517,1.1897224660725552,71.05233626374371,18.606010901158125,4.617341395291304,1.0700321160231216,170.736,170.736,True,True,0.44073141950877665,0.9063209009941001,10.317460317460316,0.8797996661101827,3.342144768873652,0.35357246097447614,0.2857494251939068,0.06782303578056936,0.052703862378562005,95.75221238938042,91.15221754770374,132.98060215573747,0.6131615148557978,-4.247787610619576,44.0255466527779,100.0,4.0,170.54450000000003,169.906,170.22525000000002,169.8325,170.1561902341479,1.1188661772198114,1.154335348822826,2025-07,2025
CHFJPY,H4,REC1.20_T5_STAG_OR_REBREAK_BROAD,V候補後トリガー,2025-08-18 12:00:00,long,rebreak,18669,18674,18676,183.626,181.467,4.765842860565414,5,0.9531685721130828,2,0.4,15,0.7725798981009654,0.618,0.8,183.135,2025-08-18 16:00:00,183.134,181.35374616100626,186.69750767798746,2025-09-18 08:00:00,186.69750767798746,TP,140,1.7802538389937297,2.001685152945217,1.990450799977167,OOS_2025_2026,182.769,183.318,182.756,183.135,0.4530153559750081,0.6512455516013839,182.68572451435466,182.79998605817616,182.6911810151411,-0.035814086819080486,58.01511147518269,16.778684895870295,3.5173871856075944,0.8455438011218405,183.626,183.626,False,False,0.5017194330301741,0.9029256715032665,5.952380952380952,0.6743772241992575,2.2846907645601395,0.01290865881091463,-0.04732587657515119,0.060234535386065824,0.04903734597791645,88.21635544108061,82.4230657157815,107.30978358720104,0.36334341707220386,-11.78364455891939,54.159614403307806,20.0,40.0,182.753,182.5465,182.64974999999998,182.5465,182.68572451435466,0.7479361238640396,0.8793467964018986,2025-08,2025
USDJPY,H4,REC1.20_T5_STAG_OR_REBREAK_BROAD,V候補後トリガー,2025-09-22 00:00:00,long,stagnation+rebreak,18538,18558,18561,148.072,145.481,6.42802588711631,20,0.3214012943558155,3,0.15,15,1.1018911617136276,0.618,0.8,148.336,2025-09-22 04:00:00,148.338,145.38023033737335,154.24753932525334,2025-10-30 12:00:00,154.24753932525334,TP,175,2.957769662626646,1.9979714444719083,1.9945905185917265,OOS_2025_2026,148.105,148.376,148.09,148.336,0.40307865050654956,0.8076923076923841,147.66090740737008,147.4865004816192,147.45644121669037,1.4607879311509253,64.87382869444397,20.35871134589866,6.572201353863878,0.836999458038816,148.281,148.281,True,True,0.4081515163540456,0.9875711209091879,24.6031746031746,0.8601398601398886,1.456291468829554,0.2685338980218148,0.17862007549530487,0.08991382252650995,-0.021491722287888246,97.3873285434362,90.53042223053933,86.10517944473116,0.21213062923080006,-2.612671456563807,50.69165189242105,100.0,40.0,147.7865,146.92849999999999,147.3575,146.92849999999999,147.66090740737008,0.9187102143598759,1.6430503384659696,2025-09,2025
GBPJPY,H4,REC1.20_T5_STAG_OR_REBREAK_BROAD,V候補後トリガー,2025-10-21 08:00:00,long,rebreak,20034,20039,20044,203.429,200.675,4.186940374234791,5,0.8373880748469581,5,1.0,14,0.9789397240377659,0.618,0.8,203.371,2025-10-21 12:00:00,203.375,200.51056011348126,209.0918797730375,2025-11-04 08:00:00,200.51056011348126,SL,60,2.8644398865187384,-1.0,-1.0069821678207005,OOS_2025_2026,202.444,203.439,202.23,203.371,0.6577595460750536,0.7667493796526207,202.33928752264006,202.26341897245265,200.98104390323033,0.24294212718662123,63.79755620067096,15.92472757441184,3.083848005022991,1.0719446737857405,203.429,205.096,False,False,0.6390760786160798,1.029235122521614,93.65079365079364,0.9437551695616349,2.476588914171553,0.05866332469150848,-0.052087052586681615,0.11075037727819009,0.09009664317153278,97.40259740259802,78.76154534600921,165.50386723642532,0.5930593751855007,-2.597402597401977,47.262758714230955,100.0,44.0,202.6245,202.05700000000002,202.7625,202.34075,202.33928752264006,0.8921313204484527,0.7709620012557478,2025-10,2025
EURJPY,H4,REC1.20_T5_STAG_OR_REBREAK_BROAD,V候補後トリガー,2025-10-23 00:00:00,long,rebreak,18455,18460,18465,176.456,174.811,3.7787002034489445,5,0.755740040689789,5,1.0,24,1.1829787234042672,0.618,0.8,176.757,2025-10-23 04:00:00,176.758,174.70216627997516,180.8666674400497,2025-11-19 08:00:00,180.8666674400497,TP,118,2.05583372002485,1.9985407380126161,1.9924604797318843,OOS_2025_2026,176.407,176.844,176.383,176.757,0.43533488009938864,0.7592190889371068,176.11129952478356,175.9658876049221,174.8222036296099,0.7269299809021567,64.07929539908636,14.433705868357373,3.27742663122894,1.0203331790900438,176.615,177.083,True,False,0.48516422751212873,0.8972938551791838,68.25396825396825,0.8112798264642255,2.47625460140913,0.1574459977726974,0.07739473720630494,0.08005126056639247,0.03612385171710746,94.18449197861028,86.61714057797833,149.96963332822725,0.17058076801017563,-5.815508021389719,53.92853565018822,100.0,4.0,176.305,175.8275,176.06625,175.8605,176.11129952478356,0.8708067655117745,0.819356657807235,2025-10,2025
GBPJPY,H4,REC1.20_T5_STAG_OR_REBREAK_BROAD,V候補後トリガー,2025-11-12 04:00:00,long,stagnation,20097,20118,20134,203.259,199.064,7.817789790156826,21,0.3722757042931822,16,0.7619047619047619,32,0.9973778307508949,0.618,0.8,203.248,2025-11-12 08:00:00,203.252,198.92985083148173,211.8842983370365,2025-12-23 08:00:00,210.561,max_hold,180,4.32214916851828,1.6910568596839222,1.6864295321160405,OOS_2025_2026,202.802,203.297,202.773,203.248,0.5365966740729979,0.8511450381679335,202.47962182979816,202.13389719046984,201.74039697814086,1.3070216875737881,61.801565741310014,18.744384218170485,4.8943580648804605,0.7993378973164248,203.281,203.281,False,False,0.5706536126485896,0.9403194200111653,43.25396825396825,0.9064885496183082,1.5859211231045203,0.3921845319881072,0.36644066307767476,0.025743868910432455,-0.035042021412448165,96.75496688741676,74.0410353703257,49.20290145950287,0.363930848200833,-3.2450331125832377,59.6834147357288,100.0,12.0,202.8105,201.796,202.30325,201.1805,202.47962182979816,0.8579868303923281,1.2235895162201151,2025-11,2025
USDJPY,H4,REC1.20_T5_STAG_OR_REBREAK_BROAD,V候補後トリガー,2025-11-12 04:00:00,long,rebreak,18775,18782,18789,154.356,152.817,4.268995011190011,7,0.6098564301700015,7,1.0,21,1.1708901884340528,0.618,0.8,154.619,2025-11-12 08:00:00,154.619,152.72687340135292,158.40325319729416,2025-12-23 08:00:00,155.971,max_hold,180,1.8921265986470814,0.714539926116317,0.7092548674912011,OOS_2025_2026,154.345,154.79,154.341,154.619,0.3605063945884024,0.6102449888641666,154.02825096129294,153.72160738568087,151.99547381756173,0.9734380530594113,65.21295952622627,17.89587175390469,4.506266477923662,0.9241513897916992,154.492,154.492,True,True,0.40236398308637333,0.8959708367113326,16.666666666666664,0.6191536748329657,3.115062636495374,0.19688794095290518,0.14776470355407395,0.04912323739883123,0.013705155979938627,87.68011527377583,79.25566808658239,115.89915046623658,0.38304475131307747,-12.319884726224181,45.53385989899508,100.0,16.0,154.2285,153.80349999999999,154.016,153.80349999999999,154.02825096129294,0.9096661304590287,1.1265666194809154,2025-11,2025
